"","idcode","industry","occupation","union","wage","hours","ttl_exp","tenure","age","gender","race","married","yearsofschooling","collgrad","south","smsa","c_city"
"823",1953,"Professional Services","Sales","nonunion",1.610306,7,0.4038461,0.1666667,35,"male","black","single",12,"not college grad",0,"SMSA",1
"824",1957,"Professional Services","Sales","nonunion",3.872784,40,8.025641,5.5,37,"male","white","married",12,"not college grad",0,"SMSA",0
"825",1958,"Manufacturing","Operatives","union",12.0773,40,10.53846,4.916667,35,"male","white","married",12,"not college grad",0,"SMSA",0
"826",1959,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",3.542671,24,4.801282,2.333333,41,"female","white","single",12,"not college grad",0,"SMSA",1
"827",1962,"Personal Services","Laborers","nonunion",2.761673,15,14.42949,14.16667,45,"female","white","married",13,"not college grad",0,"SMSA",0
"828",1964,"Manufacturing","Sales","nonunion",5.434783,50,18.09615,14.08333,45,"female","white","married",12,"not college grad",0,"nonSMSA",0
"829",1965,"Finance/Ins/Real Estate","Managers/admin","nonunion",40.19808,40,18.21154,1,35,"male","white","married",12,"not college grad",0,"SMSA",1
"830",1967,"Construction","Managers/admin","union",11.45732,50,15.76282,3,40,"male","white","single",18,"college grad",1,"SMSA",1
"831",1968,"Professional Services","Professional/technical","union",9.29146,40,11.42308,8.833333,35,"male","white","married",16,"college grad",1,"nonSMSA",0
"832",1970,"Finance/Ins/Real Estate","Sales","nonunion",2.785829,20,9.262821,3.416667,44,"female","white","married",12,"not college grad",0,"nonSMSA",0
"833",1973,"Manufacturing","Operatives","nonunion",7.734114,40,7.935897,6.666667,36,"female","white","single",12,"not college grad",0,"nonSMSA",0
"834",1974,"Professional Services","Other","union",8.260865,45,11.42949,0.75,34,"female","white","married",17,"college grad",0,"SMSA",0
"835",1982,"Professional Services","Professional/technical","nonunion",12.47987,40,17.21154,9.333333,37,"male","white","single",16,"college grad",0,"SMSA",1
"836",1988,"Personal Services","Transport","nonunion",5.636071,23,15.85898,4.416667,42,"female","white","single",14,"not college grad",0,"nonSMSA",0
"837",1989,"Professional Services","Sales","nonunion",8.361203,20,0.9679487,0.1666667,43,"male","white","married",12,"not college grad",1,"SMSA",0
"838",1990,"Manufacturing","Operatives","nonunion",5.024153,40,15.53846,0,39,"female","white","married",12,"not college grad",0,"SMSA",0
"839",1994,"Wholesale/Retail Trade","Craftsmen","nonunion",3.623188,25,10.46154,3.916667,38,"male","white","married",12,"not college grad",0,"nonSMSA",0
"840",1995,"Business/Repair Svc","Sales","nonunion",4.508855,40,6.878205,3.833333,37,"female","white","married",11,"not college grad",0,"SMSA",1
"841",1996,"Finance/Ins/Real Estate","Sales","nonunion",7.286631,39,13.33974,2.833333,45,"male","white","married",12,"not college grad",0,"SMSA",0
"842",1998,"Professional Services","Sales","nonunion",4.219,22,11.61539,6.666667,37,"female","white","married",14,"not college grad",0,"SMSA",0
"843",1999,"Wholesale/Retail Trade","Sales","nonunion",5.869563,24,14.35897,13.33333,35,"female","white","married",12,"not college grad",0,"SMSA",0
"844",2000,"Construction","Sales","nonunion",7.246377,40,20.67308,5.5,40,"female","white","married",12,"not college grad",0,"SMSA",0
"845",2001,"Professional Services","Other","union",10.18518,38,17.17308,8.75,40,"female","white","single",18,"college grad",0,"SMSA",0
"846",2005,"Manufacturing","Operatives","union",5.998387,47,11.07051,0,36,"male","white","married",12,"not college grad",0,"SMSA",1
"847",2009,"Manufacturing","Sales","nonunion",7.028982,50,18.82692,17,39,"male","white","married",12,"not college grad",0,"SMSA",0
"848",2012,"Professional Services","Sales","nonunion",7.734114,40,14.94231,10.75,39,"female","white","single",16,"college grad",0,"SMSA",0
"849",2013,"Manufacturing","Managers/admin","nonunion",15.13687,45,18.92308,15.25,37,"male","white","single",13,"not college grad",0,"SMSA",0
"850",2015,"Public Administration","Sales","union",7.906601,40,12,11.41667,36,"female","black","single",15,"not college grad",0,"SMSA",0
"851",2016,"Professional Services","Professional/technical","nonunion",11.99677,40,14.08333,12.83333,36,"male","white","single",17,"college grad",0,"SMSA",1
"852",2022,"Public Administration","Sales","union",6.038648,40,15.12821,13,42,"female","white","married",12,"not college grad",0,"SMSA",0
"853",2023,"Finance/Ins/Real Estate","Sales","nonunion",38.70926,40,14.5,6.75,35,"female","white","single",13,"not college grad",0,"SMSA",1
"854",2024,"Professional Services","Laborers","nonunion",3.4219,13,12.24359,8.833333,40,"female","white","single",8,"not college grad",0,"nonSMSA",0
"855",2025,"Professional Services","Other","union",5.571657,50,13.17308,2.75,35,"male","white","married",16,"college grad",0,"SMSA",0
"856",2026,"Professional Services","Sales","nonunion",4.428341,20,8.461538,0.5833333,38,"male","white","married",12,"not college grad",0,"nonSMSA",0
"857",2028,"Manufacturing","Managers/admin","nonunion",3.510896,55,12.36539,0.4166667,37,"male","white","single",12,"not college grad",0,"SMSA",0
"858",2031,"Wholesale/Retail Trade","Sales","nonunion",5.032206,40,15.03846,8.75,40,"male","white","married",12,"not college grad",0,"SMSA",1
"859",2033,"Professional Services","Other","union",6.779387,45,12.97436,8.75,35,"male","white","single",18,"college grad",0,"nonSMSA",0
"860",2034,"Professional Services","Professional/technical","nonunion",10.83736,50,16.96154,3.916667,36,"male","white","married",12,"not college grad",0,"nonSMSA",0
"861",2036,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",3.260869,37,8.339744,1.916667,36,"male","white","single",12,"not college grad",0,"nonSMSA",0
"862",2041,"Professional Services","Sales","union",5.917873,2,5.961538,1.416667,35,"female","white","married",12,"not college grad",1,"SMSA",0
"863",2042,"Wholesale/Retail Trade","Laborers","nonunion",2.818035,5,6.525641,4.833333,42,"male","white","single",12,"not college grad",0,"nonSMSA",0
"864",2045,"Manufacturing","Operatives","union",6.70692,36,18.21154,16.83333,43,"female","white","single",12,"not college grad",0,"SMSA",1
"865",2046,"Manufacturing","Operatives","union",7.922703,40,18.83974,18.83333,38,"female","white","married",12,"not college grad",0,"SMSA",0
"866",2047,"Professional Services","Professional/technical","nonunion",11.18357,36,13.91667,13.91667,35,"male","white","single",16,"college grad",0,"SMSA",1
"867",2048,"Finance/Ins/Real Estate","Managers/admin","nonunion",12.04509,45,11.21795,5.75,40,"male","white","married",14,"not college grad",0,"SMSA",0
"868",2049,"Manufacturing","Professional/technical","nonunion",30.92161,52,16.92308,4.75,37,"male","white","single",13,"not college grad",0,"SMSA",0
"869",2051,"Professional Services","Managers/admin","nonunion",12.05685,20,16.22436,8.75,44,"male","white","married",17,"college grad",0,"nonSMSA",0
"870",2055,"Professional Services","Professional/technical","union",13.55072,40,20.40385,20.33333,46,"female","white","single",16,"college grad",0,"nonSMSA",0
"871",2056,"Professional Services","Sales","nonunion",8.067631,40,16.00641,3.833333,38,"male","white","married",12,"not college grad",0,"SMSA",0
"872",2057,"Finance/Ins/Real Estate","Managers/admin","nonunion",6.32045,50,15.23077,7.666667,41,"male","white","single",9,"not college grad",0,"nonSMSA",0
"873",2058,"Professional Services","Managers/admin","nonunion",8.193976,40,13.67308,11,39,"male","white","married",16,"college grad",0,"nonSMSA",0
"874",2059,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",5.636071,20,9.576922,3.833333,37,"male","white","married",16,"college grad",0,"SMSA",1
"875",2062,"Manufacturing","Operatives","nonunion",4.025765,7,1.615385,1.333333,37,"female","white","married",12,"not college grad",0,"nonSMSA",0
"876",2065,"Manufacturing","Operatives","nonunion",3.051839,40,1.576923,0.0833333,38,"female","white","married",12,"not college grad",0,"nonSMSA",0
"877",2066,"Manufacturing","Operatives","union",2.858293,40,11.38461,0.6666667,36,"female","white","single",12,"not college grad",0,"nonSMSA",0
"878",2068,"Professional Services","Professional/technical","union",4.63768,46,14.76282,3,35,"male","white","married",12,"not college grad",0,"nonSMSA",0
"879",2073,"Professional Services","Laborers","nonunion",3.341383,40,13.94872,3,35,"male","white","married",8,"not college grad",0,"SMSA",0
"880",2074,"Professional Services","Sales","union",4.025765,20,10.80769,2.75,35,"female","white","married",12,"not college grad",0,"SMSA",1
"881",2077,"Personal Services","Managers/admin","nonunion",4.845827,54,11.53846,3.083333,35,"male","black","single",10,"not college grad",0,"SMSA",1
"882",2079,"Professional Services","Laborers","nonunion",5.378419,38,21.12821,2.416667,43,"female","white","married",12,"not college grad",0,"SMSA",0
"883",2085,"Professional Services","Professional/technical","nonunion",9.29146,40,17.40385,14.66667,41,"male","white","married",14,"not college grad",0,"SMSA",0
"884",2086,"Professional Services","Managers/admin","nonunion",4.645112,45,9.102564,4,44,"male","white","married",10,"not college grad",1,"nonSMSA",0
"885",2087,"Finance/Ins/Real Estate","Sales","nonunion",5.805152,20,18.10897,10.08333,44,"male","white","married",16,"college grad",0,"nonSMSA",0
"886",2088,"Professional Services","Other","union",7.898549,40,10.51923,0.75,37,"female","white","married",18,"graduated college",0,"SMSA",1
"887",2089,"Professional Services","Professional/technical","nonunion",6.972622,40,16.09615,5.416667,37,"male","white","married",16,"college grad",0,"nonSMSA",0
"888",2092,"Professional Services","Sales","nonunion",3.623188,3,13.13462,5.666667,36,"female","white","married",16,"college grad",0,"nonSMSA",0
"889",2095,"Personal Services","Transport","union",3.637123,20,3.320513,0.4166667,44,"female","white","married",12,"not college grad",0,"SMSA",0
"890",2096,"Professional Services","Professional/technical","nonunion",4.235104,38,5.673077,2.083333,43,"male","white","married",12,"not college grad",0,"SMSA",1
"891",2099,NA,"Other","nonunion",3.220612,45,1.660256,0.8333333,45,"female","white","single",11,"not college grad",1,"SMSA",1
"892",2104,"Professional Services","Sales","nonunion",3.4219,10,3.564103,1.416667,44,"female","white","married",12,"not college grad",0,"SMSA",0
"893",2105,"Manufacturing","Managers/admin","nonunion",5.805152,40,14.40385,3.416667,42,"male","white","married",11,"not college grad",0,"SMSA",0
"894",2106,"Manufacturing","Managers/admin","nonunion",17.02898,50,17.29487,0,35,"male","white","married",16,"college grad",0,"nonSMSA",0
"895",2109,"Professional Services","Laborers","nonunion",3.293073,33,5.288461,0.4166667,37,"male","black","single",12,"not college grad",0,"SMSA",1
"896",2111,"Business/Repair Svc","Laborers","nonunion",3.065774,30,8.461538,3.083333,35,"female","white","married",10,"not college grad",1,"SMSA",1
"897",2112,"Professional Services","Other","union",9.871171,40,15.75,13.83333,39,"male","white","married",16,"college grad",1,"SMSA",0
"898",2113,"Finance/Ins/Real Estate","Sales","nonunion",9.460546,36,17.5,17.5,38,"male","white","single",13,"not college grad",0,"SMSA",0
"899",2119,"Business/Repair Svc","Sales","union",7.946856,40,18.08333,18.08333,37,"female","white","married",12,"not college grad",0,"SMSA",0
"900",2121,"Manufacturing","Clerical/unskilled","nonunion",11.28824,48,13.67308,3.583333,35,"male","white","married",15,"not college grad",0,"SMSA",0
"901",2125,"Professional Services","Other","union",13.14009,33,14.9359,3.333333,38,"female","white","married",17,"college grad",0,"nonSMSA",0
"902",2127,"Transport/Comm/Utility","Sales","nonunion",3.647342,32,11.75641,2.333333,37,"female","white","married",13,"not college grad",0,"nonSMSA",0
"903",2129,"Manufacturing","Craftsmen","union",10.40258,48,15.75,9,39,"female","white","single",12,"not college grad",0,"SMSA",0
"904",2132,"Professional Services","Other","union",12.64895,35,16.75,16.75,39,"male","white","married",17,"college grad",0,"nonSMSA",0
"905",2136,"Manufacturing","Managers/admin","nonunion",4.830918,20,17.44231,6.333333,36,"male","white","married",13,"not college grad",0,"SMSA",0
"906",2139,"Finance/Ins/Real Estate","Clerical/unskilled","union",4.58937,40,2.788462,0.9166667,35,"female","white","single",10,"not college grad",0,"nonSMSA",0
"907",2140,"Wholesale/Retail Trade","Sales","union",8.067631,48,16.07692,0,41,"male","white","single",12,"not college grad",0,"nonSMSA",0
"908",2141,"Business/Repair Svc","Sales","nonunion",1.571983,40,15.71154,1.416667,41,"female","white","married",13,"not college grad",0,"SMSA",0
"909",2142,"Finance/Ins/Real Estate","Sales","nonunion",7.117549,40,6.769231,5.916667,35,"male","white","married",12,"not college grad",0,"SMSA",0
"910",2143,"Professional Services","Professional/technical","union",4.476648,40,6.660256,0.3333333,40,"male","white","married",12,"not college grad",1,"SMSA",0
"911",2146,"Professional Services","Laborers","nonunion",4.428341,24,18.44231,12.16667,41,"female","white","single",12,"not college grad",0,"nonSMSA",0
"912",2147,"Finance/Ins/Real Estate","Managers/admin","nonunion",11.15941,25,8.25,6.333333,44,"male","white","married",8,"not college grad",0,"SMSA",1
"913",2148,"Manufacturing","Sales","nonunion",5.032206,40,18.37179,2.333333,42,"female","white","married",12,"not college grad",0,"nonSMSA",0
"914",2149,"Professional Services","Managers/admin","nonunion",2.479871,60,15.03846,6.75,38,"male","white","single",18,"college grad",0,"SMSA",0
"915",2151,"Professional Services","Professional/technical","nonunion",5.611914,40,5.5,1.75,44,"male","white","married",16,"college grad",0,"SMSA",0
"916",2152,"Manufacturing","Operatives","union",3.703702,40,8.282051,7.333333,37,"male","white","married",11,"not college grad",0,"nonSMSA",0
"917",2154,"Professional Services","Laborers","nonunion",2.012882,40,5.051282,2.166667,35,"female","white","single",12,"not college grad",1,"nonSMSA",0
"918",2157,"Manufacturing","Sales","nonunion",6.924314,40,8.326923,2.666667,40,"female","white","married",13,"not college grad",0,"nonSMSA",0
"919",2163,"Manufacturing","Sales","nonunion",7.745568,40,18.01923,14.91667,42,"female","white","single",12,"not college grad",0,"nonSMSA",0
"920",2164,"Wholesale/Retail Trade","Sales","nonunion",7.439612,15,12.78846,9,35,"female","white","married",13,"not college grad",0,"nonSMSA",0
"921",2165,"Manufacturing","Craftsmen","nonunion",5.434783,40,14.07692,1.75,36,"female","white","married",14,"not college grad",0,"SMSA",0
"922",2168,"Professional Services","Professional/technical","union",4.62963,33,5.057693,1.166667,36,"male","white","married",16,"college grad",0,"SMSA",0
"923",2170,"Professional Services","Laborers","nonunion",5.185184,32,12.78846,6.416667,35,"female","white","married",12,"not college grad",0,"nonSMSA",0
"924",2171,"Professional Services","Professional/technical","nonunion",10.86957,40,16.22436,0.75,37,"male","white","married",15,"not college grad",1,"SMSA",0
"925",2172,"Finance/Ins/Real Estate","Sales","nonunion",38.70926,40,15.71154,2.916667,34,"female","white","married",12,"not college grad",0,"SMSA",0
"926",2173,"Manufacturing","Sales","nonunion",7.906601,40,16.39103,6.333333,39,"female","white","married",13,"not college grad",0,"nonSMSA",0
"927",2175,"Manufacturing","Operatives","nonunion",5.861513,40,14.03846,1.833333,38,"female","white","single",11,"not college grad",0,"SMSA",0
"928",2178,"Manufacturing","Operatives","nonunion",5.032206,40,7.5,1.833333,36,"female","white","single",12,"not college grad",0,"nonSMSA",0
"929",2179,"Manufacturing","Operatives","nonunion",5.619967,43,10.16667,10.16667,43,"female","white","married",14,"not college grad",0,"nonSMSA",0
